videoId,channelId,channelTitle,publishTime,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,liveBroadcastContent
NRR9rjmQk8Q,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-13T12:57:17Z,รวม Podcast บ้านไม่ใช่ Safe Zone รู้สึกไม่อบอุ่น เมื่ออยู่บ้าน - Long Play,รวม Podcast บ้านไม่ใช่ Safe Zone รู้สึกไม่อบอุ่น เมื่ออยู่บ้าน 00:00 | เริ่ม 00:10 | ครอบครัว คือ คนที่บั่นทอนจิตใจ 12:13 | ครอบครัว ชอบตีกรอบ ...,https://i.ytimg.com/vi/NRR9rjmQk8Q/default.jpg,https://i.ytimg.com/vi/NRR9rjmQk8Q/mqdefault.jpg,https://i.ytimg.com/vi/NRR9rjmQk8Q/hqdefault.jpg,none
yJKNiNWm3i0,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-12T13:00:14Z,เพราะอะไร มนุษย์ถึงสามารถครองโลกได้ - Mini Reader EP.5,เคยสงสัยไหมว่ามนุษย์เป็นมาจนถึงทุกวันนี้ได้อย่างไร ทำไมเราอยู่บนโลกได้นานขนาดนี้ ...,https://i.ytimg.com/vi/yJKNiNWm3i0/default.jpg,https://i.ytimg.com/vi/yJKNiNWm3i0/mqdefault.jpg,https://i.ytimg.com/vi/yJKNiNWm3i0/hqdefault.jpg,none
Jk4DUIg34Qc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-11T13:13:42Z,รวม Podcast โรคซึมเศร้า ในโลกซึมเศร้าใบนั้น ภายในเป็นอย่างไร - Long Play,รวม Podcast โรคซึมเศร้า ในโลกซึมเศร้าใบนั้น ภายในเป็นอย่างไร - Long Play 00:00 | เริ่ม 00:10 | ผู้ป่วย 'โรคซึมเศร้า' ในใจเป็นอย่างไร 35:44 ...,https://i.ytimg.com/vi/Jk4DUIg34Qc/default.jpg,https://i.ytimg.com/vi/Jk4DUIg34Qc/mqdefault.jpg,https://i.ytimg.com/vi/Jk4DUIg34Qc/hqdefault.jpg,none
5sAtjk8kBSY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-10T13:45:14Z,ทำอย่างไร? ถึงจะมีความสุขมากยิ่งขึ้น - อ่านแล้ว อ่านเล่า EP.10,ทำอย่างไรเราถึงจะมีความสุขมากยิ่งขึ้น ” นี่คงเป็นหนึ่งในคำถามยอดฮิตของคนในยุคนี้แบบเราๆเลย ...,https://i.ytimg.com/vi/5sAtjk8kBSY/default.jpg,https://i.ytimg.com/vi/5sAtjk8kBSY/mqdefault.jpg,https://i.ytimg.com/vi/5sAtjk8kBSY/hqdefault.jpg,none
-Ne2UBF-_wI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-08T13:15:13Z,รักแท้ ที่แม้อาจจะไม่ได้ใช้ชีวิตร่วมกัน - ใช้ใจดู EP.9,คุณเคยรักใครสักคนแบบไม่มีเงื่อนไขไหม ? วันนี้เรามาพร้อมกับ “ me before you ฉันก่อนเจอเธอ ...,https://i.ytimg.com/vi/-Ne2UBF-_wI/default.jpg,https://i.ytimg.com/vi/-Ne2UBF-_wI/mqdefault.jpg,https://i.ytimg.com/vi/-Ne2UBF-_wI/hqdefault.jpg,none
GiI6bh7a81M,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-08T09:33:27Z,ทำไมเราถึง &#39;ชอบโทษตัวเอง&#39;,ทำไมเราถึง 'ชอบโทษตัวเอง' รวมบทความ สุขภาพใจใน - https://www.alljitblog.com/ ฟัง Alljit Podcast ในช่องทางอื่นๆ Spotify ...,https://i.ytimg.com/vi/GiI6bh7a81M/default.jpg,https://i.ytimg.com/vi/GiI6bh7a81M/mqdefault.jpg,https://i.ytimg.com/vi/GiI6bh7a81M/hqdefault.jpg,none
2ehz4c5fCpw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-06T12:30:12Z,พลังของคนกล้าทำอะไรคนเดียว การกลัวความโดดเดี่ยว อาจทำให้เราเสียตัวตน - Mini Reader EP.4,ในหลาย ๆ ครั้งคนที่กล้าทำอะไรคนเดียวหรือชอบอยู่คนเดียว ถูกตั้งคำถามว่าไม่มีใครคบเปล่า?,https://i.ytimg.com/vi/2ehz4c5fCpw/default.jpg,https://i.ytimg.com/vi/2ehz4c5fCpw/mqdefault.jpg,https://i.ytimg.com/vi/2ehz4c5fCpw/hqdefault.jpg,none
cw2ie-NsxIY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-05T12:30:16Z,ยิ่งคนอื่นสำเร็จ ยิ่งคิดว่าตัวเองไม่เก่ง ไม่มีค่าพอในสายตา ‘ตัวเอง’,เคยรู้สึกว่าเวลาใครประสบความสำเร็จมากเท่าไหร่จิตใจเราก็ยิ่งรู้สึกท้อแท้ หดหู่ แต่ถ้าเรามีความรู้สึกแบบนี้แล้วบางทีมันอาจจะเป็นคำถามที่เข้ามา ...,https://i.ytimg.com/vi/cw2ie-NsxIY/default.jpg,https://i.ytimg.com/vi/cw2ie-NsxIY/mqdefault.jpg,https://i.ytimg.com/vi/cw2ie-NsxIY/hqdefault.jpg,none
q_unwujrdpM,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-04T12:30:12Z,&#39;นอนเปลี่ยนชีวิต&#39; การนอนอาจทำให้ชีวิตของเราดีขึ้น - อ่านแล้ว อ่านเล่า EP.8,คุณเคยเครียดจนนอนไม่หลับบ้างไหม ? คิดมากจนนอนไม่หลับ มีนัดสำคัญใตอนเช้าจนนอนไม่หลับ หรือแม้แต่ทำงาน เล่นเกม ...,https://i.ytimg.com/vi/q_unwujrdpM/default.jpg,https://i.ytimg.com/vi/q_unwujrdpM/mqdefault.jpg,https://i.ytimg.com/vi/q_unwujrdpM/hqdefault.jpg,none
IvFX9u0Y7HY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-04T07:16:20Z,เกรดไม่ใช่ทั้งหมดของชีวิต ผลสอบไม่ใช่ทุกอย่าง - ชีวิตในวัยรุ่น EP.4,เกรด ผลการเรียนผลสอบ ” สามารถนำมาเป็นตัวชี้วัดว่าเราเป็นคนอย่างไรได้จริงๆหรือเปล่า ? ถ้าเราได้คะแนนไม่ดี ...,https://i.ytimg.com/vi/IvFX9u0Y7HY/default.jpg,https://i.ytimg.com/vi/IvFX9u0Y7HY/mqdefault.jpg,https://i.ytimg.com/vi/IvFX9u0Y7HY/hqdefault.jpg,none
_1whChlY4b4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-03T13:30:15Z,รู้สึกไม่มีความสุขเลย อะไรบ้างที่ทำให้เรามีความสุขได้?,เคยตั้งคำถามกันไหมว่าความสุขคืออะไร ? แล้วเพราะอะไรเรายิ่งตามหาความสุขเหล่านั้นก็ยิ่งหาไม่เจอ ...,https://i.ytimg.com/vi/_1whChlY4b4/default.jpg,https://i.ytimg.com/vi/_1whChlY4b4/mqdefault.jpg,https://i.ytimg.com/vi/_1whChlY4b4/hqdefault.jpg,none
tESnSpnlsXw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-02T13:00:14Z,ความล้มเหลว คือโอกาสแห่งการเรียนรู้ - Mini Reader EP.3,ทุกคนล้วนแต่ต้องเจอกับความล้มเหลวและความผิดพลาด แล้วเราจะเรียนรู้กับความผิดพลาดนั้นได้อย่างไร? หนังสือ “ล้มเหลวแล้วต้องเรียนรู้” ...,https://i.ytimg.com/vi/tESnSpnlsXw/default.jpg,https://i.ytimg.com/vi/tESnSpnlsXw/mqdefault.jpg,https://i.ytimg.com/vi/tESnSpnlsXw/hqdefault.jpg,none
O7YVho93TwI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-01-01T07:56:20Z,หนังอกหัก ที่ดีต่อใจ ความงามของความเจ็บปวด - ใช้ใจดู EP.8,500 Days of Summer เป็นภาพยนตร์อเมริกันแนวคอเมดี ดรามา เขียนบทโดยสก็อตต์ นอยสตัดเตอร์และไมเคิล เอช. เวบเบอร์ กำกับโดย มาร์ค เว็บบ์ ...,https://i.ytimg.com/vi/O7YVho93TwI/default.jpg,https://i.ytimg.com/vi/O7YVho93TwI/mqdefault.jpg,https://i.ytimg.com/vi/O7YVho93TwI/hqdefault.jpg,none
1vA83MNImDE,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-31T08:55:34Z,สวัสดีปีใหม่ 2022 ขอบคุณสำหรับทุกๆ กำลังใจ,สวัสดีปีใหม่ 2022 ขอบคุณสำหรับทุกๆ กำลังใจ รวมบทความ สุขภาพใจใน - https://www.alljitblog.com/ ฟัง Alljit Podcast ในช่องทางอื่นๆ ...,https://i.ytimg.com/vi/1vA83MNImDE/default.jpg,https://i.ytimg.com/vi/1vA83MNImDE/mqdefault.jpg,https://i.ytimg.com/vi/1vA83MNImDE/hqdefault.jpg,none
crZRKdj8bgk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-30T13:00:14Z,หาความสุขตัวเองไม่เจอ รู้สึกเฉยๆ กับสิ่งที่ชอบ อะไรบ้างที่ทำให้เรามีความสุข,เคยรู้สึกไม่มีความสุขกับสิ่งรอบข้างเลยไหม ? ไม่มีความสุข ไม่อยากจะทำอะไร ไม่อยากคุยกับใครเลย กับสิ่งที่เคยชอบก็กลายเป็นไม่ชอบแล้ว ...,https://i.ytimg.com/vi/crZRKdj8bgk/default.jpg,https://i.ytimg.com/vi/crZRKdj8bgk/mqdefault.jpg,https://i.ytimg.com/vi/crZRKdj8bgk/hqdefault.jpg,none
E6E1-SQYi7U,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-29T13:00:13Z,การอยู่ร่วมกับคนที่คิดต่าง อยู่กับคนที่เห็นต่างทางการเมือง ให้สบายใจที่สุด,ด้วยกระแสทางการเมืองในปัจจุบัน เชื่อว่าใครหลายๆคนพอได้ยินคำว่า “การเมือง” คงหัวร้อนไปตามๆกัน ...,https://i.ytimg.com/vi/E6E1-SQYi7U/default.jpg,https://i.ytimg.com/vi/E6E1-SQYi7U/mqdefault.jpg,https://i.ytimg.com/vi/E6E1-SQYi7U/hqdefault.jpg,none
pn_Ww41zVMY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-28T13:00:59Z,ชอบฟังเพลงเศร้า อ่านคำคมเศร้าๆ แต่ไม่ได้เศร้า แปลกไหม?,ในชีวิตของเราคงผ่านความรู้สึกมาค่อนข้างหลากหลายทั้งสุขและเศร้า แต่ก็น่าแปลกที่ใครหลายๆคนชอบที่จะ “ เศร้าทิพย์ ...,https://i.ytimg.com/vi/pn_Ww41zVMY/default.jpg,https://i.ytimg.com/vi/pn_Ww41zVMY/mqdefault.jpg,https://i.ytimg.com/vi/pn_Ww41zVMY/hqdefault.jpg,none
vEuT4I5q6lY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-27T13:45:14Z,หนังสือที่ทำให้ &#39;ชีวิตของคุณ ดีขึ้น&#39; หลังจากนี้และตลอดไป - Mini Reader EP.2,"12 กฎที่ใช้ได้ตลอดชีวิต 12 Rules For Life “ หนังสือจิตวิทยา การพัฒนาตนเอง เมื่อคุณอ่านหนังสือเล่มนี้แล้ว "" คุณจะไม่ต้องสูญเสียอะไรทั้งสิ้น ...",https://i.ytimg.com/vi/vEuT4I5q6lY/default.jpg,https://i.ytimg.com/vi/vEuT4I5q6lY/mqdefault.jpg,https://i.ytimg.com/vi/vEuT4I5q6lY/hqdefault.jpg,none
Aw0Pam0-5QI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-26T05:38:39Z,เพราะความฝันและครอบครัว ไม่จำเป็นต้องเลือก - ใช้ใจดู EP.7,""" Coco วันอลวน วิญญาณอลเวง "" ภาพยนตร์เพลงคอมพิวเตอร์แอนิเมชันสามมิติ ภาพยนตร์เรื่องนี้ดัดแปลงจากแนวคิดดั้งเดิมโดย Lee Unkrich ...",https://i.ytimg.com/vi/Aw0Pam0-5QI/default.jpg,https://i.ytimg.com/vi/Aw0Pam0-5QI/mqdefault.jpg,https://i.ytimg.com/vi/Aw0Pam0-5QI/hqdefault.jpg,none
vFwmBBov3do,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-25T13:45:15Z,กลัวคนอื่นจะไม่ชอบเรา อยากเลิกแคร์สายตาคนอื่น ปรับความคิดอย่างไรดี?,การแคร์คนอื่นมากกว่าแคร์ตัวเอง บางคนก็อาจจะคิดว่าคนอื่นจะมองเรายังไง ? จนในบางคนเก็บเอาความคิดเห็นของคนอื่นมามีอิทธิพลกับตัวเอง ...,https://i.ytimg.com/vi/vFwmBBov3do/default.jpg,https://i.ytimg.com/vi/vFwmBBov3do/mqdefault.jpg,https://i.ytimg.com/vi/vFwmBBov3do/hqdefault.jpg,none
_hf3BWAqLts,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-24T13:45:15Z,รู้สึกว่า &#39;พ่อแม่ ไม่เข้าใจ&#39; และทะเลาะกับพ่อแม่บ่อยๆ ทำอย่างไรดี? - ชีวิตในวัยรุ่น EP.3,พ่อแม่ไม่เข้าใจเรา รวมถึงทะเลาะกับพ่อแม่บ่อยๆ เป็นปัญหาที่เกิดขึ้นกับหลายครอบครัว เป็นปัญหาหนักใจของคนที่เป็นพ่อแม่และลูก ...,https://i.ytimg.com/vi/_hf3BWAqLts/default.jpg,https://i.ytimg.com/vi/_hf3BWAqLts/mqdefault.jpg,https://i.ytimg.com/vi/_hf3BWAqLts/hqdefault.jpg,none
jhUaIj7E1JY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-23T13:45:14Z,เปลี่ยนชีวิตด้วย อุปนิสัย 7 ข้อ ที่สามารถใช้ได้ตลอดชีวิต - Mini Reader EP.1,7 habits of highly effective “ เป็นหนังสือวิชาการจิตวิทยา เป็นหนึ่งในหนังสือที่ได้รับความนิยมมากที่สุดในโลก เขียนโดย สตีเฟน อาร์. โคว์วีย์ ...,https://i.ytimg.com/vi/jhUaIj7E1JY/default.jpg,https://i.ytimg.com/vi/jhUaIj7E1JY/mqdefault.jpg,https://i.ytimg.com/vi/jhUaIj7E1JY/hqdefault.jpg,none
CXrMZAnmemY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-22T13:45:14Z,มีแต่วันแย่ๆ จนสะสมความรู้สึกแย่ๆ เข้ามาในทุกๆ วัน จัดการอย่างไรดี?,ในหนึ่งวันเราเจอสถานการณ์ที่หลากหลายมากๆเลย แน่นอนว่าความรู้สึกขอเงราก็แตกต่างไปในสถานการณ์นั้นๆ ...,https://i.ytimg.com/vi/CXrMZAnmemY/default.jpg,https://i.ytimg.com/vi/CXrMZAnmemY/mqdefault.jpg,https://i.ytimg.com/vi/CXrMZAnmemY/hqdefault.jpg,none
SPdijH_CGtY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-21T13:45:15Z,รู้สึกว่าโลกไม่น่าอยู่เลย ทำไมโลกใบนี้ ใจร้ายกับเราจังเลย,ในชีวิตเราบางทีมันก็เหนื่อยเหมือนกันนะ เวลาที่เราโตขึ้นอายุมากขึ้น ความเหนื่อยมันก็เหมือนยิ่งทวีคูณมากยิ่งขึ้น ...,https://i.ytimg.com/vi/SPdijH_CGtY/default.jpg,https://i.ytimg.com/vi/SPdijH_CGtY/mqdefault.jpg,https://i.ytimg.com/vi/SPdijH_CGtY/hqdefault.jpg,none
XWtb1kx2F5E,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-20T13:45:15Z,เรียนใกล้จบแล้ว ไม่รู้ว่าตัวเองชอบอะไร ไม่รู้จะทำอาชีพอะไรดี - ชีวิตในวัยรุ่น EP.2,เมื่อใกล้เรียนจบ หลายๆคนมักจะเจอกับความรู้สึกหลงทาง ไม่รู้ว่าจะไปต่อทางไหนดี เป็นความกังวลใจและความสับสนที่เกิดขึ้นในจิตใจ ...,https://i.ytimg.com/vi/XWtb1kx2F5E/default.jpg,https://i.ytimg.com/vi/XWtb1kx2F5E/mqdefault.jpg,https://i.ytimg.com/vi/XWtb1kx2F5E/hqdefault.jpg,none
xlkF5szRhwo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-19T11:15:44Z,รวม Podcast รับมือเมื่อไม่มีความสุข ความว่างเปล่า บนโลกสีเทา -  Long Play,รวม Podcast เกี่ยวกับฝนตกในใจ มีแต่ความว่างเปล่า รู้สึกเหมือนอยู่บนโลกสีเทา เฉยชากับสิ่งที่เข้ามาในชีวิต โดยรวมกว่า 5 Podcast ...,https://i.ytimg.com/vi/xlkF5szRhwo/default.jpg,https://i.ytimg.com/vi/xlkF5szRhwo/mqdefault.jpg,https://i.ytimg.com/vi/xlkF5szRhwo/hqdefault.jpg,none
XSo3EgFbs3c,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-16T13:45:14Z,การรักษาความสัมพันธ์ เริ่มต้นด้วยการให้เกียรติ ซึ่งกันและกัน - Jane Story EP.2,สิ่งหนึ่งที่สำคัญในชีวิตคนเรามันมีหลายๆอย่างมากเลย แต่ว่าเราจะให้ค่ากับอะไรมากกว่ากัน ? ก็จะขึ้นอยู่กับประสบการณ์ของแต่ละคน ...,https://i.ytimg.com/vi/XSo3EgFbs3c/default.jpg,https://i.ytimg.com/vi/XSo3EgFbs3c/mqdefault.jpg,https://i.ytimg.com/vi/XSo3EgFbs3c/hqdefault.jpg,none
rOrhywQJ7LE,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-15T13:45:13Z,ไม่ชอบ ไม่พอใจในรูปร่างตัวเอง รู้สึกตัวเองไม่สวย ไม่หล่อ - ชีวิตในวัยรุ่น EP.1,มองภาพลักษณ์ตัวเองในด้านลบ รู้สึกว่าตัวเองไม่สวย ไม่หล่อ ไม่ดูดีเท่าคนอื่น เป็นความรู้สึกที่สร้างความกังวลใจให้กับวัยรุ่นหลายๆคน ...,https://i.ytimg.com/vi/rOrhywQJ7LE/default.jpg,https://i.ytimg.com/vi/rOrhywQJ7LE/mqdefault.jpg,https://i.ytimg.com/vi/rOrhywQJ7LE/hqdefault.jpg,none
5Vawi1WML5o,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-14T13:45:14Z,การอยู่คนเดียว ให้มีความสุข การสร้างความสุขด้วยตัวเอง,คนที่โลกส่วนตัวสูงในบางครั้งก็คงพยายามปรับตัวเข้ากับโลกภายนอก หรือกับใครที่หลายๆคนเป็นคนที่ชอบเข้าสังคมก็กำลังเรียนรู้ที่จะอยู่คนเดียว ...,https://i.ytimg.com/vi/5Vawi1WML5o/default.jpg,https://i.ytimg.com/vi/5Vawi1WML5o/mqdefault.jpg,https://i.ytimg.com/vi/5Vawi1WML5o/hqdefault.jpg,none
yUmi6Mz56jo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-13T13:45:14Z,เพราะเป็นวัยรุ่น จึงเจ็บปวด -  อ่านแล้ว อ่านเล่า EP.7,คุณเคยสับสนในชีวิตไม่รู้จะไปทางไหนดีบ้างไหม ? แล้วในช่วงเวลาแบบนั้นเราอยากได้คนที่จะปรึกษา คนที่เป็นผู้ใหญ่ ...,https://i.ytimg.com/vi/yUmi6Mz56jo/default.jpg,https://i.ytimg.com/vi/yUmi6Mz56jo/mqdefault.jpg,https://i.ytimg.com/vi/yUmi6Mz56jo/hqdefault.jpg,none
pn_x8SwtzPw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-13T07:04:23Z,ไม่มีคำว่า &#39;สาย&#39; สำหรับการเริ่มต้นทำในสิ่งดีๆ (The Intern)  - ใช้ใจดู EP.6,เวลายิ่งผ่านไปเท่าไหร่อายุยิ่งมากขึ้นเท่านั้น ” เคยรู้สึกไหมว่าชีวิตแก่เกินกว่าที่จะเริ่มต้น แก้เกินกว่าจะเรียนรู้อะไรใหม่ๆ หรือเบื่อกับชีวิตเดิมๆที่เป็นอยู่ ...,https://i.ytimg.com/vi/pn_x8SwtzPw/default.jpg,https://i.ytimg.com/vi/pn_x8SwtzPw/mqdefault.jpg,https://i.ytimg.com/vi/pn_x8SwtzPw/hqdefault.jpg,none
mPEZoIyGwrw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-09T13:45:11Z,แปลกไหมที่มี แอคหลุม เป็นโลกอีกใบ แล้วคุณคือ &#39;ใคร&#39; ในโลกโซเชียลมีเดีย,"ในยุคปัจจุบันนี้ใครๆก็คงมีบัญชีสื่อโซเชียลเป็นของตัวเองไม่ว่าจะเป็น facebook , Twitter , Instagram แต่ว่าในแต่ละสื่อโซเชียลเรามีกี่บัญชีกัน ?",https://i.ytimg.com/vi/mPEZoIyGwrw/default.jpg,https://i.ytimg.com/vi/mPEZoIyGwrw/mqdefault.jpg,https://i.ytimg.com/vi/mPEZoIyGwrw/hqdefault.jpg,none
iJhRVOQ5t9I,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-08T13:45:13Z,อยากเลิกเป็นคนคิดมาก กังวลเกินไป ทำยังไงดี ? โดยนักจิตวิทยา,หลายๆครั้งความคิดของเราก็วิ่งเราจนเราจับไม่ทันเลยใช่ไหม ? บางครั้งความคิดมันเกิดจากการที่เราคิดมากเพราะเรายังตัดสินใจไม่ได้ ...,https://i.ytimg.com/vi/iJhRVOQ5t9I/default.jpg,https://i.ytimg.com/vi/iJhRVOQ5t9I/mqdefault.jpg,https://i.ytimg.com/vi/iJhRVOQ5t9I/hqdefault.jpg,none
4CjIcRuWL1k,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-07T13:46:14Z,เชื่อเถอะ! อย่าเยอะเกิน : บางเรื่องควรใส่ใจ บางเรื่องควรปล่อยไป - อ่านแล้ว อ่านเล่า EP.6,คุณเคยรู้สึกไหมว่าในบางครั้งเราก็เป็นคนที่เยอะเกินไป ? เช่น คิดมากกับเรื่องเล็กๆ วิตกกังวลไปกับทุกๆเรื่อง ...,https://i.ytimg.com/vi/4CjIcRuWL1k/default.jpg,https://i.ytimg.com/vi/4CjIcRuWL1k/mqdefault.jpg,https://i.ytimg.com/vi/4CjIcRuWL1k/hqdefault.jpg,none
6B3-RivIYlU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-07T09:40:50Z,ความสัมพันธ์ เกิดจากคนสองคน พยายามทำทุกทาง เพื่อเคียงข้างกัน (50 First Dates)  - ใช้ใจดู EP.5,50 first dates จีบเธอไม่เคยจำ ภาพยนตร์ตลกโรแมนติก กำกับโดย ปีเตอร์ ชีกัลป์ ความรักของหนุ่มสาวที่เกิดขึ้นบนเกาะฮาวาย ...,https://i.ytimg.com/vi/6B3-RivIYlU/default.jpg,https://i.ytimg.com/vi/6B3-RivIYlU/mqdefault.jpg,https://i.ytimg.com/vi/6B3-RivIYlU/hqdefault.jpg,none
k5Nekm5H9TI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-06T13:45:14Z,อยู่คนเดียวอย่างไร ให้มีความสุข โดยนักจิตวิทยา,เวลาที่เราพูดถึง “ การอยู่คนเดียว ” ใครหลายๆคนคงตามมาด้วยความรู้สึกกลัว บางคนกลัวที่จะไปกินข้าวคนเดียว กลัวที่จะไปดูหนังคนเดียว ...,https://i.ytimg.com/vi/k5Nekm5H9TI/default.jpg,https://i.ytimg.com/vi/k5Nekm5H9TI/mqdefault.jpg,https://i.ytimg.com/vi/k5Nekm5H9TI/hqdefault.jpg,none
f1etydNeYz8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-03T13:45:14Z,ซึมเศร้า ฤดูหนาว จะดูแลใจอย่างไรดี? เพราะฤดูหนาวจะเหงากว่าปกติ,ซึมเศร้า ฤดูหนาว จะดูแลใจอย่างไรดี? เพราะฤดูหนาวจะเหงากว่าปกติ เคยรู้สึกกันบ้างไหมว่าอากาศยิ่งหนาวทำไมเรายิ่งเหงา ?,https://i.ytimg.com/vi/f1etydNeYz8/default.jpg,https://i.ytimg.com/vi/f1etydNeYz8/mqdefault.jpg,https://i.ytimg.com/vi/f1etydNeYz8/hqdefault.jpg,none
-MLAQgbLVxU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-02T13:45:13Z,อยู่กับคน ชอบใส่อารมณ์ กับคนใกล้ตัว รับมืออย่างไรดี,อยู่กับคน ชอบใส่อารมณ์ กับคนใกล้ตัว รับมืออย่างไรดี? การที่เราจะเป็นมิตรกับคนที่หงุดหงิดง่าย ขี้โมโหอาจจะไม่ใช่เรื่องง่ายหนัก ...,https://i.ytimg.com/vi/-MLAQgbLVxU/default.jpg,https://i.ytimg.com/vi/-MLAQgbLVxU/mqdefault.jpg,https://i.ytimg.com/vi/-MLAQgbLVxU/hqdefault.jpg,none
5fOhGPmYJA0,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-12-01T13:45:13Z,เครียดเรียนออนไลน์ไม่รู้เรื่อง ตามคนอื่นไม่ทัน จัดการความคิดอย่างไร,เครียดเรียนออนไลน์ไม่รู้เรื่อง ตามคนอื่นไม่ทัน จัดการความคิดอย่างไร ในยุคโควิดแบบนี้การเรียนการสอนถูกเปลี่ยนมาเป็นระบบออนไลน์แบบเต็มตัว ...,https://i.ytimg.com/vi/5fOhGPmYJA0/default.jpg,https://i.ytimg.com/vi/5fOhGPmYJA0/mqdefault.jpg,https://i.ytimg.com/vi/5fOhGPmYJA0/hqdefault.jpg,none
zLYw5bIvCb8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-11-29T10:32:25Z,Ocean waves เรื่องราว &#39;ความรัก&#39; เรียบง่าย แต่ลึกซึ้ง - ใช้ใจดู EP.4,Ocean waves” แอนิเมชั่นของ Studio Ghibli กำกับโดย Tomomi Mochizuki เนื้อเรื่องถูกนำมาจากนิยายปี 1990 ของ Saeko Himuro ...,https://i.ytimg.com/vi/zLYw5bIvCb8/default.jpg,https://i.ytimg.com/vi/zLYw5bIvCb8/mqdefault.jpg,https://i.ytimg.com/vi/zLYw5bIvCb8/hqdefault.jpg,none
kI-ixAG86t4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-11-25T13:45:13Z,อย่าพูดว่า &#39;เรื่องแค่นี้เอง&#39; กับคนอื่น เพราะเรื่องของเราไม่เท่ากัน,เคยเป็นกันไหม ปรึกษาคนอื่นเวลามีเรื่องทุกข์ใจแล้วได้รับการตอบกลับว่า “เรื่องแค่นี้เอง” เหมือนว่าเราอ่อนแอและไม่มีความอดทน ...,https://i.ytimg.com/vi/kI-ixAG86t4/default.jpg,https://i.ytimg.com/vi/kI-ixAG86t4/mqdefault.jpg,https://i.ytimg.com/vi/kI-ixAG86t4/hqdefault.jpg,none
